,en,fr,es,de,ru,pl
2531,stand,,,,,
2532,standard,,,,,
2533,star,,,,,
2534,stare,,,,,
2535,start,,,,,
2536,state,,,,,
2537,statement,,,,,
2538,station,,,,,
2539,statistic,,,,,
2540,statue,,,,,
2541,status,,,,,
2542,stay,,,,,
2543,steady,,,,,
2544,steal,,,,,
2545,steel,,,,,
2546,steep,,,,,
2547,step,,,,,
2548,stick,,,,,
2549,stick,,,,,
2550,sticky,,,,,
2551,stiff,,,,,
2552,still,,,,,
2553,stock,,,,,
2554,stomach,,,,,
2555,stone,,,,,
2556,stop,,,,,
2557,store,,,,,
2558,storm,,,,,
2559,story,,,,,
2560,straight,,,,,
2561,strange,,,,,
2562,stranger,,,,,
2563,strategy,,,,,
2564,stream,,,,,
2565,street,,,,,
2566,strength,,,,,
2567,stress,,,,,
2568,stretch,,,,,
2569,strict,,,,,
2570,strike,,,,,
2571,string,,,,,
2572,strong,,,,,
2573,strongly,,,,,
2574,structure,,,,,
2575,struggle,,,,,
2576,student,,,,,
2577,studio,,,,,
2578,study,,,,,
2579,stuff,,,,,
2580,stupid,,,,,
2581,style,,,,,
2582,subject,,,,,
2583,submit,,,,,
2584,substance,,,,,
2585,succeed,,,,,
2586,success,,,,,
2587,successful,,,,,
2588,successfully,,,,,
2589,such,,,,,
2590,sudden,,,,,
2591,suddenly,,,,,
2592,suffer,,,,,
2593,sugar,,,,,
2594,suggest,,,,,
2595,suggestion,,,,,
2596,suit,,,,,
2597,suitable,,,,,
2598,sum,,,,,
2599,summarize,,,,,
2600,summary,,,,,
2601,summer,,,,,
2602,sun,,,,,
2603,Sunday,,,,,
2604,supermarket,,,,,
2605,supply,,,,,
2606,support,,,,,
2607,supporter,,,,,
2608,suppose,,,,,
2609,sure,,,,,
2610,surely,,,,,
2611,surface,,,,,
2612,surgery,,,,,
2613,surprise,,,,,
2614,surprised,,,,,
2615,surprising,,,,,
2616,surround,,,,,
2617,surrounding,,,,,
2618,survey,,,,,
2619,survive,,,,,
2620,suspect,,,,,
2621,swear,,,,,
2622,sweater,,,,,
2623,sweep,,,,,
2624,sweet,,,,,
2625,swim,,,,,
2626,swimming,,,,,
2627,switch,,,,,
2628,symbol,,,,,
2629,sympathy,,,,,
2630,symptom,,,,,
2631,system,,,,,
2632,table,,,,,
2633,tablet,,,,,
2634,tail,,,,,
2635,take,,,,,
2636,tale,,,,,
2637,talent,,,,,
2638,talented,,,,,
2639,talk,,,,,
2640,tall,,,,,
2641,tank,,,,,
2642,tape,,,,,
2643,target,,,,,
2644,task,,,,,
2645,taste,,,,,
2646,tax,,,,,
2647,taxi,,,,,
2648,tea,,,,,
2649,teach,,,,,
2650,teacher,,,,,
2651,teaching,,,,,
2652,team,,,,,
2653,tear1,,,,,
2654,tear2,,,,,
2655,technical,,,,,
2656,technique,,,,,
2657,technology,,,,,
2658,teenage,,,,,
2659,teenager,,,,,
2660,telephone,,,,,
2661,television,,,,,
2662,tell,,,,,
2663,temperature,,,,,
2664,temporary,,,,,
2665,ten,,,,,
2666,tend,,,,,
2667,tennis,,,,,
2668,tent,,,,,
2669,term,,,,,
2670,terrible,,,,,
2671,test,,,,,
2672,text,,,,,
2673,than,,,,,
2674,thank,,,,,
2675,thanks,,,,,
2676,that,,,,,
2677,the,,,,,
2678,theatre,,,,,
2679,their,,,,,
2680,theirs,,,,,
2681,them,,,,,
2682,theme,,,,,
2683,themselves,,,,,
2684,then,,,,,
2685,theory,,,,,
2686,therapy,,,,,
2687,there,,,,,
2688,therefore,,,,,
2689,they,,,,,
2690,thick,,,,,
2691,thief,,,,,
2692,thin,,,,,
2693,thing,,,,,
2694,think,,,,,
2695,thinking,,,,,
2696,third,,,,,
2697,thirsty,,,,,
2698,thirteen,,,,,
2699,thirty,,,,,
2700,this,,,,,
2701,though,,,,,
2702,thought,,,,,
2703,thousand,,,,,
2704,threat,,,,,
2705,threaten,,,,,
2706,three,,,,,
2707,throat,,,,,
2708,through,,,,,
2709,throughout,,,,,
2710,throw,,,,,
2711,Thursday,,,,,
2712,thus,,,,,
2713,ticket,,,,,
2714,tidy,,,,,
2715,tie,,,,,
2716,tight,,,,,
2717,till,,,,,
2718,time,,,,,
2719,tin,,,,,
2720,tiny,,,,,
2721,tip,,,,,
2722,tired,,,,,
2723,title,,,,,
2724,to,,,,,
2725,today,,,,,
2726,toe,,,,,
2727,together,,,,,
2728,toilet,,,,,
2729,tomato,,,,,
2730,tomorrow,,,,,
2731,tone,,,,,
2732,tongue,,,,,
2733,tonight,,,,,
2734,too,,,,,
2735,tool,,,,,
2736,tooth,,,,,
2737,top,,,,,
2738,topic,,,,,
2739,total,,,,,
2740,totally,,,,,
2741,touch,,,,,
2742,tough,,,,,
2743,tour,,,,,
2744,tourism,,,,,
2745,tourist,,,,,
2746,towards,,,,,
2747,towel,,,,,
2748,tower,,,,,
2749,town,,,,,
2750,toy,,,,,
2751,track,,,,,
2752,trade,,,,,
2753,tradition,,,,,
2754,traditional,,,,,
2755,traffic,,,,,
2756,train,,,,,
2757,trainer,,,,,
2758,training,,,,,
2759,transfer,,,,,
2760,transform,,,,,
2761,transition,,,,,
2762,translate,,,,,
2763,translation,,,,,
2764,transport,,,,,
2765,travel,,,,,
2766,traveller,,,,,
2767,treat,,,,,
2768,treatment,,,,,
2769,tree,,,,,
2770,trend,,,,,
2771,trial,,,,,
2772,trick,,,,,
2773,trip,,,,,
2774,tropical,,,,,
2775,trouble,,,,,
2776,trousers,,,,,
2777,truck,,,,,
2778,true,,,,,
2779,truly,,,,,
2780,trust,,,,,
2781,truth,,,,,
2782,try,,,,,
2783,T-shirt,,,,,
2784,tube,,,,,
2785,Tuesday,,,,,
2786,tune,,,,,
2787,tunnel,,,,,
2788,turn,,,,,
2789,TV,,,,,
2790,twelve,,,,,
2791,twenty,,,,,
2792,twice,,,,,
2793,twin,,,,,
2794,two,,,,,
2795,type,,,,,
2796,typical,,,,,
2797,typically,,,,,
2798,tyre,,,,,
2799,ugly,,,,,
2800,ultimately,,,,,
2801,umbrella,,,,,
2802,unable,,,,,
2803,uncle,,,,,
2804,uncomfortable,,,,,
2805,unconscious,,,,,
2806,under,,,,,
2807,underground,,,,,
2808,understand,,,,,
2809,understanding,,,,,
2810,underwear,,,,,
2811,unemployed,,,,,
2812,unemployment,,,,,
2813,unexpected,,,,,
2814,unfair,,,,,
2815,unfortunately,,,,,
2816,unhappy,,,,,
2817,uniform,,,,,
2818,union,,,,,
2819,unique,,,,,
2820,unit,,,,,
2821,united,,,,,
2822,universe,,,,,
2823,university,,,,,
2824,unknown,,,,,
2825,unless,,,,,
2826,unlike,,,,,
2827,unlikely,,,,,
2828,unnecessary,,,,,
2829,unpleasant,,,,,
2830,until,,,,,
2831,unusual,,,,,
2832,up,,,,,
2833,update,,,,,
2834,upon,,,,,
2835,upper,,,,,
2836,upset,,,,,
2837,upstairs,,,,,
2838,upwards,,,,,
2839,urban,,,,,
2840,urge,,,,,
2841,us,,,,,
2842,use,,,,,
2843,used1,,,,,
2844,used2,,,,,
2845,usedï¿½to,,,,,
2846,useful,,,,,
2847,user,,,,,
2848,usual,,,,,
2849,usually,,,,,
2850,vacation,,,,,
2851,valley,,,,,
2852,valuable,,,,,
2853,value,,,,,
2854,van,,,,,
2855,variety,,,,,
2856,various,,,,,
2857,vary,,,,,
2858,vast,,,,,
2859,vegetable,,,,,
2860,vehicle,,,,,
2861,venue,,,,,
2862,version,,,,,
2863,very,,,,,
2864,via,,,,,
2865,victim,,,,,
2866,victory,,,,,
2867,video,,,,,
2868,view,,,,,
2869,viewer,,,,,
2870,village,,,,,
2871,violence,,,,,
2872,violent,,,,,
2873,virtual,,,,,
2874,virus,,,,,
2875,vision,,,,,
2876,visit,,,,,
2877,visitor,,,,,
2878,visual,,,,,
2879,vital,,,,,
2880,vitamin,,,,,
2881,voice,,,,,
2882,volume,,,,,
2883,volunteer,,,,,
2884,vote,,,,,
2885,wage,,,,,
2886,wait,,,,,
2887,waiter,,,,,
2888,wake,,,,,
2889,walk,,,,,
2890,wall,,,,,
2891,want,,,,,
2892,war,,,,,
2893,warm,,,,,
2894,warn,,,,,
2895,warning,,,,,
2896,wash,,,,,
2897,washing,,,,,
2898,waste,,,,,
2899,watch,,,,,
2900,water,,,,,
2901,wave,,,,,
2902,way,,,,,
2903,we,,,,,
2904,weak,,,,,
2905,weakness,,,,,
2906,wealth,,,,,
2907,wealthy,,,,,
2908,weapon,,,,,
2909,wear,,,,,
2910,weather,,,,,
2911,web,,,,,
2912,website,,,,,
2913,wedding,,,,,
2914,Wednesday,,,,,
2915,week,,,,,
2916,weekend,,,,,
2917,weigh,,,,,
2918,weight,,,,,
2919,welcome,,,,,
2920,well,,,,,
2921,west,,,,,
2922,western,,,,,
2923,wet,,,,,
2924,what,,,,,
2925,whatever,,,,,
2926,wheel,,,,,
2927,when,,,,,
2928,whenever,,,,,
2929,where,,,,,
2930,whereas,,,,,
2931,wherever,,,,,
2932,whether,,,,,
2933,which,,,,,
2934,while,,,,,
2935,whisper,,,,,
2936,white,,,,,
2937,who,,,,,
2938,whole,,,,,
2939,whom,,,,,
2940,whose,,,,,
2941,why,,,,,
2942,wide,,,,,
2943,widely,,,,,
2944,wife,,,,,
2945,wild,,,,,
2946,wildlife,,,,,
2947,will,,,,,
2948,willing,,,,,
2949,win,,,,,
2950,wind1,,,,,
2951,wind2,,,,,
2952,window,,,,,
2953,wine,,,,,
2954,wing,,,,,
2955,winner,,,,,
2956,winter,,,,,
2957,wire,,,,,
2958,wise,,,,,
2959,wish,,,,,
2960,with,,,,,
2961,within,,,,,
2962,without,,,,,
2963,witness,,,,,
2964,woman,,,,,
2965,wonder,,,,,
2966,wonderful,,,,,
2967,wood,,,,,
2968,wooden,,,,,
2969,wool,,,,,
2970,word,,,,,
2971,work,,,,,
2972,worker,,,,,
2973,working,,,,,
2974,world,,,,,
2975,worldwide,,,,,
2976,worried,,,,,
2977,worry,,,,,
2978,worse,,,,,
2979,worst,,,,,
2980,worth,,,,,
2981,would,,,,,
2982,wound,,,,,
2983,wow,,,,,
2984,wrap,,,,,
2985,write,,,,,
2986,writer,,,,,
2987,writing,,,,,
2988,written,,,,,
2989,wrong,,,,,
2990,yard,,,,,
2991,yeah,,,,,
2992,year,,,,,
2993,yellow,,,,,
2994,yes,,,,,
2995,yesterday,,,,,
2996,yet,,,,,
2997,you,,,,,
2998,young,,,,,
2999,your,,,,,
3000,yours,,,,,
3001,yourself,,,,,
3002,youth,,,,,
3003,zero,,,,,
3004,zone,,,,,
3005,abolish,,,,,
3006,abortion,,,,,
3007,absence,,,,,
3008,absent,,,,,
3009,absorb,,,,,
3010,abstract,,,,,
3011,absurd,,,,,
3012,abundance,,,,,
3013,abuse,,,,,
3014,academy,,,,,
3015,accelerate,,,,,
3016,accent,,,,,
3017,acceptance,,,,,
3018,accessible,,,,,
3019,accidentally,,,,,
3020,accommodate,,,,,
3021,accomplish,,,,,
3022,accomplishment,,,,,
3023,accordance,,,,,
3024,accordingly,,,,,
3025,accountability,,,,,
3026,accountable,,,,,
3027,accountant,,,,,
3028,accumulate,,,,,
3029,accumulation,,,,,
3030,accuracy,,,,,
3031,accurately,,,,,
3032,accusation,,,,,
3033,accused,,,,,
3034,acid,,,,,
3035,acquisition,,,,,
3036,acre,,,,,
3037,activate,,,,,
3038,activation,,,,,
3039,activist,,,,,
3040,acute,,,,,
3041,adaptation,,,,,
3042,addiction,,,,,
3043,additionally,,,,,
3044,adequate,,,,,
3045,adequately,,,,,
3046,adhere,,,,,
3047,adjacent,,,,,
3048,adjust,,,,,
3049,adjustment,,,,,
3050,administer,,,,,
3051,administrative,,,,,
3052,administrator,,,,,
3053,admission,,,,,
3054,adolescent,,,,,
3055,adoption,,,,,
3056,adverse,,,,,
3057,advocate,,,,,
3058,aesthetic,,,,,
3059,affection,,,,,
3060,affordable,,,,,
3061,aftermath,,,,,
3062,aggression,,,,,
3063,agricultural,,,,,
3064,agriculture,,,,,
3065,aide,,,,,
3066,AIDS,,,,,
3067,albeit,,,,,
3068,alert,,,,,
3069,alien,,,,,
3070,align,,,,,
3071,alignment,,,,,
3072,alike,,,,,
3073,allegation,,,,,
3074,allege,,,,,
3075,allegedly,,,,,
3076,alliance,,,,,
3077,allocate,,,,,
3078,allocation,,,,,
3079,allowance,,,,,
3080,ally,,,,,
3081,alongside,,,,,
3082,altogether,,,,,
3083,aluminium,,,,,
3084,amateur,,,,,
3085,ambassador,,,,,
3086,ambulance,,,,,
3087,amend,,,,,
3088,amendment,,,,,
3089,amid,,,,,
3090,amusing,,,,,
3091,analogy,,,,,
3092,analyst,,,,,
3093,ancestor,,,,,
3094,anchor,,,,,
3095,angel,,,,,
3096,animation,,,,,
3097,annually,,,,,
3098,anonymous,,,,,
3099,anticipate,,,,,
3100,anxiety,,,,,
3101,apology,,,,,
3102,apparatus,,,,,
3103,appealing,,,,,
3104,appetite,,,,,
3105,applaud,,,,,
3106,applicable,,,,,
3107,applicant,,,,,
3108,appoint,,,,,
3109,appreciation,,,,,
3110,appropriately,,,,,
3111,arbitrary,,,,,
3112,architectural,,,,,
3113,archive,,,,,
3114,arena,,,,,
3115,arguably,,,,,
3116,arm,,,,,
3117,array,,,,,
3118,arrow,,,,,
3119,articulate,,,,,
3120,artwork,,,,,
3121,ash,,,,,
3122,aside,,,,,
3123,aspiration,,,,,
3124,aspire,,,,,
3125,assassination,,,,,
3126,assault,,,,,
3127,assemble,,,,,
3128,assembly,,,,,
3129,assert,,,,,
3130,assertion,,,,,
3131,asset,,,,,
3132,assign,,,,,
3133,assistance,,,,,
3134,assumption,,,,,
3135,assurance,,,,,
3136,assure,,,,,
3137,astonishing,,,,,
3138,asylum,,,,,
3139,atrocity,,,,,
3140,attachment,,,,,
3141,attain,,,,,
3142,attendance,,,,,
3143,attorney,,,,,
3144,attribute,,,,,
3145,auction,,,,,
3146,audio,,,,,
3147,audit,,,,,
3148,authentic,,,,,
3149,authorize,,,,,
3150,auto,,,,,
3151,automatic,,,,,
3152,automatically,,,,,
3153,autonomy,,,,,
3154,availability,,,,,
3155,await,,,,,
3156,awareness,,,,,
3157,awkward,,,,,
3158,backdrop,,,,,
3159,backing,,,,,
3160,backup,,,,,
3161,badge,,,,,
3162,bail,,,,,
3163,balanced,,,,,
3164,ballet,,,,,
3165,balloon,,,,,
3166,ballot,,,,,
3167,banner,,,,,
3168,bare,,,,,
3169,barely,,,,,
3170,bargain,,,,,
3171,barrel,,,,,
3172,basement,,,,,
3173,basket,,,,,
3174,bass1,,,,,
3175,bat,,,,,
3176,battlefield,,,,,
3177,bay,,,,,
3178,beam,,,,,
3179,beast,,,,,
3180,behalf,,,,,
3181,beloved,,,,,
3182,bench,,,,,
3183,benchmark,,,,,
3184,beneath,,,,,
3185,beneficial,,,,,
3186,beneficiary,,,,,
3187,beside,,,,,
3188,besides,,,,,
3189,betray,,,,,
3190,bias,,,,,
3191,bid,,,,,
3192,bind,,,,,
3193,biography,,,,,
3194,biological,,,,,
3195,bishop,,,,,
3196,bizarre,,,,,
3197,blade,,,,,
3198,blanket,,,,,
3199,blast,,,,,
3200,bleed,,,,,
3201,blend,,,,,
3202,bless,,,,,
3203,blessing,,,,,
3204,blow,,,,,
3205,boast,,,,,
3206,bold,,,,,
3207,bombing,,,,,
3208,bonus,,,,,
3209,booking,,,,,
3210,boom,,,,,
3211,boost,,,,,
3212,bounce,,,,,
3213,bound,,,,,
3214,boundary,,,,,
3215,bow1,,,,,
3216,breach,,,,,
3217,breakdown,,,,,
3218,breakthrough,,,,,
3219,breed,,,,,
3220,brick,,,,,
3221,briefly,,,,,
3222,broadband,,,,,
3223,broadcaster,,,,,
3224,broadly,,,,,
3225,browser,,,,,
3226,brutal,,,,,
3227,buck,,,,,
3228,buddy,,,,,
3229,buffer,,,,,
3230,bug,,,,,
3231,bulk,,,,,
3232,burden,,,,,
3233,bureaucracy,,,,,
3234,burial,,,,,
3235,burst,,,,,
3236,cabin,,,,,
3237,cabinet,,,,,
3238,calculation,,,,,
3239,canal,,,,,
3240,candle,,,,,
3241,canvas,,,,,
3242,capability,,,,,
3243,capitalism,,,,,
3244,capitalist,,,,,
3245,carbon,,,,,
3246,cargo,,,,,
3247,carriage,,,,,
3248,carve,,,,,
3249,casino,,,,,
3250,casual,,,,,
3251,casualty,,,,,
3252,catalogue,,,,,
3253,cater,,,,,
3254,cattle,,,,,
3255,caution,,,,,
3256,cautious,,,,,
3257,cave,,,,,
3258,cease,,,,,
3259,cemetery,,,,,
3260,certainty,,,,,
3261,certificate,,,,,
3262,challenging,,,,,
3263,chamber,,,,,
3264,championship,,,,,
3265,chaos,,,,,
3266,characterize,,,,,
3267,charm,,,,,
3268,charming,,,,,
3269,charter,,,,,
3270,chase,,,,,
3271,cheek,,,,,
3272,cheer,,,,,
3273,choir,,,,,
3274,chop,,,,,
3275,chronic,,,,,
3276,chunk,,,,,
3277,circuit,,,,,
3278,circulate,,,,,
3279,circulation,,,,,
3280,citizenship,,,,,
3281,civic,,,,,
3282,civilian,,,,,
3283,civilization,,,,,
3284,clarify,,,,,
3285,clarity,,,,,
3286,clash,,,,,
3287,classification,,,,,
3288,classify,,,,,
3289,clerk,,,,,
3290,cliff,,,,,
3291,cling,,,,,
3292,clinic,,,,,
3293,clinical,,,,,
3294,clip,,,,,
3295,closure,,,,,
3296,cluster,,,,,
3297,coalition,,,,,
3298,coastal,,,,,
3299,cocktail,,,,,
3300,cognitive,,,,,
3301,coincide,,,,,
3302,coincidence,,,,,
3303,collaborate,,,,,
3304,collaboration,,,,,
3305,collective,,,,,
3306,collector,,,,,
3307,collision,,,,,
3308,colonial,,,,,
3309,colony,,,,,
3310,colourful,,,,,
3311,columnist,,,,,
3312,combat,,,,,
3313,comic,,,,,
3314,commander,,,,,
3315,commence,,,,,
3316,commentary,,,,,
3317,commentator,,,,,
3318,commerce,,,,,
3319,commissioner,,,,,
3320,commodity,,,,,
3321,communist,,,,,
3322,companion,,,,,
3323,comparable,,,,,
3324,comparative,,,,,
3325,compassion,,,,,
3326,compel,,,,,
3327,compelling,,,,,
3328,compensate,,,,,
3329,compensation,,,,,
3330,competence,,,,,
3331,competent,,,,,
3332,compile,,,,,
3333,complement,,,,,
3334,completion,,,,,
3335,complexity,,,,,
3336,compliance,,,,,
3337,complication,,,,,
3338,comply,,,,,
3339,compose,,,,,
3340,composer,,,,,
3341,composition,,,,,
3342,compound,,,,,
3343,comprehensive,,,,,
3344,comprise,,,,,
3345,compromise,,,,,
3346,compulsory,,,,,
3347,compute,,,,,
3348,conceal,,,,,
3349,concede,,,,,
3350,conceive,,,,,
3351,conception,,,,,
3352,concession,,,,,
3353,concrete,,,,,
3354,condemn,,,,,
3355,confer,,,,,
3356,confess,,,,,
3357,confession,,,,,
3358,configuration,,,,,
3359,confine,,,,,
3360,confirmation,,,,,
3361,confront,,,,,
3362,confrontation,,,,,
3363,confusion,,,,,
3364,congratulate,,,,,
3365,congregation,,,,,
3366,congressional,,,,,
3367,conquer,,,,,
3368,conscience,,,,,
3369,consciousness,,,,,
3370,consecutive,,,,,
3371,consensus,,,,,
3372,consent,,,,,
3373,consequently,,,,,
3374,conservation,,,,,
3375,conserve,,,,,
3376,considerable,,,,,
3377,considerably,,,,,
3378,consistency,,,,,
3379,consistently,,,,,
3380,consolidate,,,,,
3381,conspiracy,,,,,
3382,constituency,,,,,
3383,constitute,,,,,
3384,constitution,,,,,
3385,constitutional,,,,,
3386,constraint,,,,,
3387,consult,,,,,
3388,consultant,,,,,
3389,consultation,,,,,
3390,consumption,,,,,
3391,contemplate,,,,,
3392,contempt,,,,,
3393,contend,,,,,
3394,contender,,,,,
3395,content2,,,,,
3396,contention,,,,,
3397,continually,,,,,
3398,contractor,,,,,
3399,contradiction,,,,,
3400,contrary,,,,,
3401,contributor,,,,,
3402,controversial,,,,,
3403,controversy,,,,,
3404,convenience,,,,,
3405,convention,,,,,
3406,conventional,,,,,
3407,conversion,,,,,
3408,convey,,,,,
3409,convict,,,,,
3410,conviction,,,,,
3411,convincing,,,,,
3412,cooperate,,,,,
3413,cooperative,,,,,
3414,coordinate,,,,,
3415,coordination,,,,,
3416,coordinator,,,,,
3417,cop,,,,,
3418,cope,,,,,
3419,copper,,,,,
3420,copyright,,,,,
3421,corporation,,,,,
3422,correction,,,,,
3423,correlate,,,,,
3424,correlation,,,,,
3425,correspond,,,,,
3426,correspondence,,,,,
3427,correspondent,,,,,
3428,corresponding,,,,,
3429,corridor,,,,,
3430,corrupt,,,,,
3431,corruption,,,,,
3432,costly,,,,,
3433,councillor,,,,,
3434,counselling,,,,,
3435,counsellor,,,,,
3436,counter,,,,,
3437,counter,,,,,
3438,counterpart,,,,,
3439,countless,,,,,
3440,coup,,,,,
3441,courtesy,,,,,
3442,coverage,,,,,
3443,crack,,,,,
3444,craft,,,,,
3445,crawl,,,,,
3446,creativity,,,,,
3447,creator,,,,,
3448,credibility,,,,,
3449,credible,,,,,
3450,creep,,,,,
3451,critically,,,,,
3452,critique,,,,,
3453,crown,,,,,
3454,crude,,,,,
3455,cruise,,,,,
3456,crush,,,,,
3457,crystal,,,,,
3458,cue,,,,,
3459,cult,,,,,
3460,cultivate,,,,,
3461,curiosity,,,,,
3462,curious,,,,,
3463,curriculum,,,,,
3464,custody,,,,,
3465,cute,,,,,
3466,cutting,,,,,
3467,cynical,,,,,
3468,dairy,,,,,
3469,dam,,,,,
3470,damaging,,,,,
3471,dare,,,,,
3472,darkness,,,,,
3473,database,,,,,
3474,dawn,,,,,
3475,deadline,,,,,
3476,deadly,,,,,
3477,dealer,,,,,
3478,debris,,,,,
3479,debut,,,,,
3480,decision-making,,,,,
3481,decisive,,,,,
3482,deck,,,,,
3483,declaration,,,,,
3484,dedicated,,,,,
3485,dedication,,,,,
3486,deed,,,,,
3487,deem,,,,,
3488,default,,,,,
3489,defect,,,,,
3490,defender,,,,,
3491,defensive,,,,,
3492,deficiency,,,,,
3493,deficit,,,,,
3494,defy,,,,,
3495,delegate,,,,,
3496,delegation,,,,,
3497,delete,,,,,
3498,delicate,,,,,
3499,democracy,,,,,
3500,democratic,,,,,
3501,demon,,,,,
3502,demonstration,,,,,
3503,denial,,,,,
3504,denounce,,,,,
3505,dense,,,,,
3506,density,,,,,
3507,depart,,,,,
3508,dependence,,,,,
3509,dependent,,,,,
3510,depict,,,,,
3511,deploy,,,,,
3512,deployment,,,,,
3513,deposit,,,,,
3514,depression,,,,,
3515,deprive,,,,,
3516,deputy,,,,,
3517,derive,,,,,
3518,descend,,,,,
3519,descent,,,,,
3520,designate,,,,,
3521,desirable,,,,,
3522,desktop,,,,,
3523,desperately,,,,,
3524,destruction,,,,,
3525,destructive,,,,,
3526,detain,,,,,
3527,detection,,,,,
3528,detention,,,,,
3529,deteriorate,,,,,
3530,determination,,,,,
3531,devastate,,,,,
3532,devil,,,,,
3533,devise,,,,,
3534,devote,,,,,
3535,diagnose,,,,,
3536,diagnosis,,,,,
3537,dictate,,,,,
3538,dictator,,,,,
3539,differ,,,,,
3540,differentiate,,,,,
3541,dignity,,,,,
3542,dilemma,,,,,
3543,dimension,,,,,
3544,diminish,,,,,
3545,dip,,,,,
3546,diplomat,,,,,
3547,diplomatic,,,,,
3548,directory,,,,,
3549,disability,,,,,
3550,disabled,,,,,
3551,disagreement,,,,,
3552,disappoint,,,,,
3553,disappointment,,,,,
3554,disastrous,,,,,
3555,discard,,,,,
3556,discharge,,,,,
3557,disclose,,,,,
3558,disclosure,,,,,
3559,discourage,,,,,
3560,discourse,,,,,
3561,discretion,,,,,
3562,discrimination,,,,,
3563,dismissal,,,,,
3564,disorder,,,,,
3565,displace,,,,,
3566,disposal,,,,,
3567,dispose,,,,,
3568,dispute,,,,,
3569,disrupt,,,,,
3570,disruption,,,,,
3571,dissolve,,,,,
3572,distant,,,,,
3573,distinct,,,,,
3574,distinction,,,,,
3575,distinctive,,,,,
3576,distinguish,,,,,
3577,distort,,,,,
3578,distract,,,,,
3579,distress,,,,,
3580,disturb,,,,,
3581,disturbing,,,,,
3582,dive,,,,,
3583,diverse,,,,,
3584,diversity,,,,,
3585,divert,,,,,
3586,divine,,,,,
3587,divorce,,,,,
3588,doctrine,,,,,
3589,documentation,,,,,
3590,domain,,,,,
3591,dominance,,,,,
3592,dominant,,,,,
3593,donation,,,,,
3594,donor,,,,,
3595,dose,,,,,
3596,dot,,,,,
3597,downtown,,,,,
3598,drain,,,,,
3599,dramatically,,,,,
3600,drift,,,,,
3601,driving,,,,,
3602,drought,,,,,
3603,drown,,,,,
3604,dual,,,,,
3605,dub,,,,,
3606,dull,,,,,
3607,dumb,,,,,
3608,dump,,,,,
3609,duo,,,,,
3610,duration,,,,,
3611,dynamic,,,,,
3612,eager,,,,,
3613,earnings,,,,,
3614,ease,,,,,
3615,echo,,,,,
3616,ecological,,,,,
3617,economics,,,,,
3618,economist,,,,,
3619,editorial,,,,,
3620,educator,,,,,
3621,effectiveness,,,,,
3622,efficiency,,,,,
3623,efficiently,,,,,
3624,ego,,,,,
3625,elaborate,,,,,
3626,elbow,,,,,
3627,electoral,,,,,
3628,electronics,,,,,
3629,elegant,,,,,
3630,elementary,,,,,
3631,elevate,,,,,
3632,eligible,,,,,
3633,eliminate,,,,,
3634,elite,,,,,
3635,embark,,,,,
3636,embarrassment,,,,,
3637,embassy,,,,,
3638,embed,,,,,
3639,embody,,,,,
3640,embrace,,,,,
3641,emergence,,,,,
3642,emission,,,,,
3643,emotionally,,,,,
3644,empire,,,,,
3645,empirical,,,,,
3646,empower,,,,,
3647,enact,,,,,
3648,encompass,,,,,
3649,encouragement,,,,,
3650,encouraging,,,,,
3651,endeavour,,,,,
3652,endless,,,,,
3653,endorse,,,,,
3654,endorsement,,,,,
3655,endure,,,,,
3656,enforce,,,,,
3657,enforcement,,,,,
3658,engagement,,,,,
3659,engaging,,,,,
3660,enjoyable,,,,,
3661,enquire,,,,,
3662,enrich,,,,,
3663,enrol,,,,,
3664,ensue,,,,,
3665,enterprise,,,,,
3666,entertaining,,,,,
3667,enthusiast,,,,,
3668,entitle,,,,,
3669,entity,,,,,
3670,entrepreneur,,,,,
3671,envelope,,,,,
3672,epidemic,,,,,
3673,equality,,,,,
3674,equation,,,,,
3675,equip,,,,,
3676,equivalent,,,,,
3677,era,,,,,
3678,erect,,,,,
3679,erupt,,,,,
3680,escalate,,,,,
3681,essence,,,,,
3682,essentially,,,,,
3683,establishment,,,,,
3684,eternal,,,,,
3685,ethic,,,,,
3686,ethnic,,,,,
3687,evacuate,,,,,
3688,evaluation,,,,,
3689,evident,,,,,
3690,evoke,,,,,
3691,evolution,,,,,
3692,evolutionary,,,,,
3693,evolve,,,,,
3694,exaggerate,,,,,
3695,exceed,,,,,
3696,excellence,,,,,
3697,exception,,,,,
3698,exceptional,,,,,
3699,excess,,,,,
3700,excessive,,,,,
3701,exclude,,,,,
3702,exclusion,,,,,
3703,exclusive,,,,,
3704,exclusively,,,,,
3705,execute,,,,,
3706,execution,,,,,
3707,exert,,,,,
3708,exhibit,,,,,
3709,exile,,,,,
3710,exit,,,,,
3711,exotic,,,,,
3712,expansion,,,,,
3713,expenditure,,,,,
3714,experimental,,,,,
3715,expertise,,,,,
3716,expire,,,,,
3717,explicit,,,,,
3718,explicitly,,,,,
3719,exploit,,,,,
3720,exploitation,,,,,
3721,explosive,,,,,
3722,exposure,,,,,
3723,extension,,,,,
3724,extensive,,,,,
3725,extensively,,,,,
3726,extract,,,,,
3727,extremist,,,,,
3728,fabric,,,,,
3729,fabulous,,,,,
3730,facilitate,,,,,
3731,faction,,,,,
3732,faculty,,,,,
3733,fade,,,,,
3734,failed,,,,,
3735,fairness,,,,,
3736,fake,,,,,
3737,fame,,,,,
