,en,fr,es,de,ru,pl
2977,write,écrire,escribir,schreiben,писать,pisać
2978,writer,écrivain,escritor,Schriftsteller,писатель,pisarz
2979,writing,en écrivant,escribiendo,Schreiben,письмо,pismo
2980,written,écrit,escrito,geschrieben,написано,pisemny
2981,wrong,faux,equivocado,falsch,неправильный,zło
2982,yard,cour,patio,Hof,площадка,dziedziniec
2983,yeah,Ouais,sí,Ja,ага,Tak
2984,year,année,año,Jahr,год,rok
2985,yellow,jaune,amarillo,Gelb,желтый,żółty
2986,yes,Oui,Sí,Ja,да,Tak
2987,yesterday,hier,ayer,gestern,вчера,Wczoraj
2988,yet,encore,todavía,noch,еще,już
2989,you,toi,tú,Du,ты,Ty
2990,young,jeune,joven,jung,молодой,młody
2991,your,ton,su,dein,твой,twój
2992,yours,le vôtre,tuyo,dein,Ваш,twój
2993,yourself,toi-même,tú mismo,selbst,сам,się
2994,youth,jeunesse,juventud,Jugend,молодость,młodzież
2995,zero,zéro,cero,,ноль,zero
2996,zone,zone,zona,Zone,зона,strefa
2997,abolish,abolir,abolir,abschaffen,отменять,znieść
2998,abortion,avortement,aborto provocado,Abtreibung,аборт,poronienie
2999,absence,absence,ausencia,Abwesenheit,отсутствие,brak
3000,absent,absent,ausente,abwesend,отсутствующий,nieobecny
3001,absorb,absorber,absorber,absorbieren,поглощать,absorbować
3002,abstract,abstrait,abstracto,Abstrakt,абстрактный,abstrakcyjny
3003,absurd,absurde,absurdo,absurd,абсурд,absurdalny
3004,abundance,abondance,abundancia,Fülle,избыток,obfitość
3005,abuse,abus,abuso,Missbrauch,злоупотреблять,nadużywać
3006,academy,académie,academia,Akademie,академия,akademia
3007,accelerate,accélérer,acelerar,beschleunigen,ускорить,przyśpieszyć
3008,accent,accent,acento,Akzent,акцент,akcent
3009,acceptance,acceptation,aceptación,Annahme,принятие,przyjęcie
3010,accessible,accessible,accesible,zugänglich,доступный,dostępny
3011,accidentally,accidentellement,accidentalmente,versehentlich,случайно,przypadkowo
3012,accommodate,accommoder,acomodar,aufnehmen,приспособиться,pomieścić
3013,accomplish,accomplir,lograr,erreichen,выполнить,osiągać
3014,accomplishment,accomplissement,logro,Leistung,достижение,osiągnięcie
3015,accordance,conformité,conformidad,Übereinstimmung,соответствие,zgodność
3016,accordingly,par conséquent,respectivamente,entsprechend,соответственно,odpowiednio
3017,accountability,responsabilité,responsabilidad,Rechenschaftspflicht,подотчетность,odpowiedzialność
3018,accountable,responsable,responsable,verantwortlich,подотчетный,odpowiedzialny
3019,accountant,comptable,contador,Buchhalter,бухгалтер,księgowy
3020,accumulate,accumuler,acumular,akkumulieren,накапливаться,gromadzić
3021,accumulation,accumulation,acumulación,Akkumulation,накопление,akumulacja
3022,accuracy,précision,exactitud,Genauigkeit,точность,dokładność
3023,accurately,avec précision,exactamente,genau,точно,dokładnie
3024,accusation,accusation,acusación,Anklage,обвинение,oskarżenie
3025,accused,accusé,acusado,beschuldigt,обвиняемый,oskarżony
3026,acid,acide,ácido,Säure,кислота,kwas
3027,acquisition,acquisition,adquisición,Erwerb,приобретение,nabytek
3028,acre,acre,acre,Acre,акра,akr
3029,activate,activer,activar,aktivieren,активировать,aktywować
3030,activation,activation,activación,Aktivierung,активация,aktywacja
3031,activist,activiste,activista,Aktivist,активист,aktywista
3032,acute,aigu,agudo,akut,острый,ostry
3033,adaptation,adaptation,adaptación,Anpassung,приспособление,dostosowanie
3034,addiction,dépendance,adicción,Sucht,зависимость,uzależnienie
3035,additionally,en plus,además,zusätzlich,кроме того,Dodatkowo
3036,adequate,adéquat,adecuado,angemessen,адекватный,odpowiedni
3037,adequately,adéquatement,adecuadamente,angemessen,адекватно,odpowiednio
3038,adhere,adhérer,adherirse,haften,придерживаться,przylegać
3039,adjacent,adjacent,adyacente,benachbart,соседний,przylegający
3040,adjust,ajuster,ajustar,anpassen,регулировать,regulować
3041,adjustment,ajustement,ajuste,Einstellung,корректирование,modyfikacja
3042,administer,administrer,administrar,verwalten,Администрирование,administrować
3043,administrative,administratif,administrativo,administrativ,административный,administracyjny
3044,administrator,administrateur,administrador,Administrator,администратор,administrator
3045,admission,admission,admisión,Zulassung,допуск,wstęp
3046,adolescent,adolescent,adolescente,Jugendlicher,подростка,dorastający
3047,adoption,adoption,adopción,Annahme,принятие,przyjęcie
3048,adverse,négatif,adverso,nachteilig,неприятный,niekorzystny
3049,advocate,avocat,defensor,Fürsprecher,адвокат,rzecznik
3050,aesthetic,esthétique,estético,ästhetisch,эстетика,estetyka
3051,affection,affection,afecto,Zuneigung,привязанность,sympatia
3052,affordable,abordable,asequible,erschwinglich,доступный,przystępny
3053,aftermath,conséquences,secuelas,Nachwirkungen,Последствия,następstwa
3054,aggression,agression,agresión,Aggression,агрессия,agresja
3055,agricultural,agricole,agrícola,landwirtschaftlich,сельскохозяйственный,rolniczy
3056,agriculture,agriculture,agricultura,Landwirtschaft,сельское хозяйство,rolnictwo
3057,aide,aide,ayudante,Berater,помощник,doradca
3058,AIDS,sida,SIDA,AIDS,СПИД,AIDS
3059,albeit,quoique,aunque,wenn auch,хотя,aczkolwiek
3060,alert,alerte,alerta,Alarm,тревога,alarm
3061,alien,étranger,extranjero,Ausländer,чужак,obcy
3062,align,aligner,alinear,ausrichten,выровнять,wyrównywać
3063,alignment,alignement,alineación,Ausrichtung,выравнивание,wyrównanie
3064,alike,même,similar,gleich,одинаково,zarówno
3065,allegation,allégation,alegación,Behauptung,утверждение,zarzut
3066,allege,alléguer,alegar,behaupten,утверждать,twierdzić
3067,allegedly,prétendument,pretendidamente,angeblich,якобы,rzekomo
3068,alliance,alliance,alianza,Allianz,альянс,przymierze
3069,allocate,allouer,asignar,zuweisen,распределять,przeznaczyć
3070,allocation,allocation,asignación,Zuweisung,распределение,przydział
3071,allowance,allocation,prestación,Zuschuss,разрешение,dodatek
3072,ally,allié,aliado,Verbündete,союзник,sprzymierzyć
3073,alongside,à côté,junto a,neben,рядом,wzdłuż
3074,altogether,tout à fait,en total,insgesamt,вообще,całkowicie
3075,aluminium,aluminium,aluminio,Aluminium,алюминий,aluminium
3076,amateur,amateur,aficionado,Amateur,любитель,amator
3077,ambassador,ambassadeur,embajador,Botschafter,посол,ambasador
3078,ambulance,ambulance,ambulancia,Krankenwagen,скорая помощь,ambulans
3079,amend,modifier,enmendar,ändern,исправлять,poprawiać
3080,amendment,amendement,enmienda,Änderung,поправка,poprawka
3081,amid,au milieu de,en medio de,inmitten,среди,pośród
3082,amusing,amusant,divertido,amüsant,занимательный,zabawny
3083,analogy,analogie,analogía,Analogie,аналогия,analogia
3084,analyst,analyste,analista,Analytiker,аналитик,analityk
3085,ancestor,ancêtre,antepasado,Vorfahr,предок,przodek
3086,anchor,ancre,ancla,Anker,якорь,kotwica
3087,angel,ange,ángel,Engel,Ангел,anioł
3088,animation,animation,animación,Animation,анимация,ożywienie
3089,annually,annuellement,anualmente,jährlich,ежегодно,rocznie
3090,anonymous,anonyme,anónimo,anonym,анонимный,anonimowy
3091,anticipate,anticiper,anticipar,antizipieren,предвидеть,przewidywać
3092,anxiety,anxiété,ansiedad,Angst,беспокойство,Lęk
3093,apology,excuses,disculpa,Entschuldigung,извинения,przeprosiny
3094,apparatus,appareil,aparato,Gerät,аппарат,aparat
3095,appealing,attirant,atractivo,ansprechend,привлекательный,pociągający
3096,appetite,appétit,apetito,Appetit,аппетит,apetyt
3097,applaud,applaudir,aplaudir,applaudieren,аплодисменты,klaskać
3098,applicable,en vigueur,aplicable,anwendbar,применимый,odpowiedni
3099,applicant,demandeur,solicitante,Antragsteller,кандидат,petent
3100,appoint,nommer,nombrar,ernennen,назначать,wyznaczać
3101,appreciation,appréciation,apreciación,Anerkennung,признательность,uznanie
3102,appropriately,de manière appropriée,adecuadamente,angemessen,соответствующим образом,odpowiednio
3103,arbitrary,arbitraire,arbitrario,willkürlich,произвольный,arbitralny
3104,architectural,architectural,arquitectónico,Architektur,архитектурный,architektoniczny
3105,archive,archive,archivo,Archiv,архив,archiwum
3106,arena,arène,arena,Arena,Арена,arena
3107,arguably,sans doute,posiblemente,wohl,Возможно,prawdopodobnie
3108,arm,bras,brazo,Arm,рука,ramię
3109,array,tableau,formación,Array,множество,szyk
3110,arrow,flèche,flecha,Pfeil,стрелка,strzałka
3111,articulate,articuler,articular,artikulieren,Шартикулировать,artykułować
3112,artwork,œuvres d'art,obra de arte,Kunstwerk,произведение искусства,grafika
3113,ash,cendre,ceniza,Asche,пепел,popiół
3114,aside,de côté,aparte,beiseite,в стороне,na bok
3115,aspiration,aspiration,aspiración,Aspiration,стремление,dążenie
3116,aspire,aspirer,aspirar,streben,стремиться к,aspirować
3117,assassination,assassinat,asesinato,Ermordung,убийство,zamach
3118,assault,agression,agresión,Angriff,атаковать,napaść
3119,assemble,assembler,armar,montieren,собирать,gromadzić się
3120,assembly,assemblée,asamblea,Montage,сборка,montaż
3121,assert,affirmer,afirmar,behaupten,утверждать,zapewniać
3122,assertion,affirmation,afirmación,Behauptung,утверждение,twierdzenie
3123,asset,actif,activo,Vermögenswert,объект,zaleta
3124,assign,attribuer,asignar,zuordnen,назначать,przydzielać
3125,assistance,assistance,asistencia,Hilfe,помощь,pomoc
3126,assumption,hypothèse,suposición,Annahme,предположение,założenie
3127,assurance,assurance,garantía,Sicherheit,гарантия,pewność
3128,assure,assurer,asegurar,versichern,гарантировать,zapewniać
3129,astonishing,étonnant,asombroso,erstaunlich,удивительный,zadziwiający
3130,asylum,asile,asilo,Asyl,убежище,przytułek
3131,atrocity,atrocité,atrocidad,Gräueltat,злодеяние,okrucieństwo
3132,attachment,pièce jointe,adjunto,Anhang,вложение,załącznik
3133,attain,atteindre,alcanzar,erreichen,достичь,osiągać
3134,attendance,présence,asistencia,Teilnahme,посещаемость,frekwencja
3135,attorney,avocat,abogado,Rechtsanwalt,адвокат,adwokat
3136,attribute,attribut,atributo,Attribut,атрибут,atrybut
3137,auction,enchères,subasta,Auktion,аукцион,aukcja
3138,audio,audio,audio,Audio-,аудио,audio
3139,audit,audit,auditoría,Prüfung,аудитор,rewizja
3140,authentic,authentique,auténtico,authentisch,аутентичный,autentyczny
3141,authorize,autoriser,autorizar,autorisieren,разрешать,autoryzować
3142,auto,auto,auto,Auto,авто,automatyczny
3143,automatic,automatique,automático,automatisch,автоматический,automatyczny
3144,automatically,automatiquement,automáticamente,automatisch,автоматически,automatycznie
3145,autonomy,autonomie,autonomía,Autonomie,автономия,autonomia
3146,availability,disponibilité,disponibilidad,Verfügbarkeit,доступность,dostępność
3147,await,attendre,esperar,erwarten,ждет,czekać na
3148,awareness,conscience,conciencia,Bewusstsein,осведомленность,świadomość
3149,awkward,maladroit,extraño,unangenehm,неуклюжий,niezręczny
3150,backdrop,toile de fond,fondo,Hintergrund,Фон,zasłona
3151,backing,support,apoyo,Backing,подложка,poparcie
3152,backup,sauvegarde,respaldo,Backup,резервная копия,kopia zapasowa
3153,badge,badge,insignia,Abzeichen,значок,odznaka
3154,bail,caution,fianza,Kaution,залог,kaucja
3155,balanced,équilibré,equilibrado,ausgewogen,сбалансированный,zrównoważony
3156,ballet,ballet,ballet,Ballett,балет,balet
3157,balloon,ballon,globo,Ballon,баллон,balon
3158,ballot,scrutin,votación,Abstimmung,голосование,balotować
3159,banner,bannière,bandera,Banner,Баннер,transparent
3160,bare,nu,desnudo,nackt,голый,goły
3161,barely,à peine,apenas,kaum,едва,ledwie
3162,bargain,marchander,negociar,Schnäppchen,торговаться,okazja
3163,barrel,baril,barril,Fass,ствол,beczka
3164,basement,sous-sol,sótano,Keller,подвал,piwnica
3165,basket,panier,cesta,Korb,корзина,koszyk
3166,bass1,basse1,bajo,Bass1,бас1,Bass1
3167,bat,batte,murciélago,Schläger,летучая мышь,nietoperz
3168,battlefield,champ de bataille,campo de batalla,Schlachtfeld,поле битвы,pole bitwy
3169,bay,baie,bahía,Bucht,залив,zatoka
3170,beam,faisceau,haz,Strahl,луч,belka
3171,beast,bête,bestia,Tier,зверь,bestia
3172,behalf,au nom de,beneficio,Namen,от имени,w imieniu
3173,beloved,bien-aimé,amado,geliebten,возлюбленный,ukochany
3174,bench,banc,banco,Bank,лавка,ławka
3175,benchmark,référence,punto de referencia,Benchmark,эталон,reper
3176,beneath,sous,bajo,darunter,под,pod
3177,beneficial,avantageux,beneficioso,vorteilhaft,выгодный,korzystny
3178,beneficiary,bénéficiaire,beneficiario,Begünstigte,бенефициар,beneficjant
3179,beside,à côté de,al lado de,neben,рядом,obok
3180,besides,en plus,además,außerdem,кроме,Oprócz
3181,betray,trahir,traicionar,verraten,предавать,zdradzać
3182,bias,biais,inclinación,Voreingenommenheit,предвзятость,stronniczość
3183,bid,offre,licitación,Gebot,делать ставку,oferta
3184,bind,lier,unir,binden,связывать,wiązać
3185,biography,biographie,biografía,Biographie,биография,biografia
3186,biological,biologique,biológico,biologisch,биологический,biologiczny
3187,bishop,évêque,obispo,Bischof,епископ,biskup
3188,bizarre,bizarre,extraño,bizarr,странно,dziwaczny
3189,blade,lame,cuchilla,Klinge,лезвие,ostrze
3190,blanket,couverture,frazada,Decke,одеяло,koc
3191,blast,explosion,explosión,Explosion,взрыв,podmuch
3192,bleed,saigner,sangrar,bluten,провести кровотечение,krwawić
3193,blend,mélange,mezcla,Mischung,смешивать,mieszanka
3194,bless,bénir,bendecir,segnen,благословить,błogosławić
3195,blessing,bénédiction,bendición,Segen,благословение,błogosławieństwo
3196,blow,souffler,explotar,Schlag,дуть,cios
3197,boast,se vanter,alarde,Prahlerei,хвастаться,przechwałki
3198,bold,audacieux,atrevido,deutlich,смелый,pogrubiony
3199,bombing,bombardement,bombardeo,Bombardierung,бомбардировка,bombardowanie
3200,bonus,prime,prima,Bonus,бонус,premia
3201,booking,réservation,reserva,Buchung,бронирование,rezerwacja
3202,boom,boom,auge,Boom,бум,wysięgnik
3203,boost,booster,aumentar,Schub,способствовать росту,zwiększyć
3204,bounce,rebond,rebotar,prallen,подпрыгивать,odbić się
3205,bound,lié,atado,gebunden,граница,zobowiązany
3206,boundary,limite,límite,Grenze,граница,granica
3207,bow1,Bow1,arco1,Bogen1,лук1,Bow1
3208,breach,enfreindre,incumplimiento,Verstoß,нарушение,naruszenie
3209,breakdown,panne,descomponer,abbauen,авария,załamanie
3210,breakthrough,percée,descubrimiento,Durchbruch,прорыв,wyłom
3211,breed,race,criar,züchten,порода,rasa
3212,brick,brique,ladrillo,Ziegel,кирпич,cegła
3213,briefly,brièvement,brevemente,knapp,вкратце,krótko
3214,broadband,à large bande,banda ancha,Breitband,широкополосная связь,Internet szerokopasmowy
3215,broadcaster,diffuseur,locutor,Sender,вещатель,nadawca
3216,broadly,largement,en general,breit,широко,rozłożysto
3217,browser,navigateur,navegador,Browser,браузер,przeglądarka
3218,brutal,brutal,brutal,brutal,жестокий,brutalny
3219,buck,mâle,dólar,Bock,бак,bryknięcie
3220,buddy,copain,compañero,Kumpel,приятель,kumpel
3221,buffer,tampon,buffer,Puffer,буфер,bufor
3222,bug,bogue,bicho,Insekt,ошибка,błąd
3223,bulk,en gros,a granel,Schüttgut,масса,cielsko
3224,burden,fardeau,carga,Last,груз,ciężar
3225,bureaucracy,bureaucratie,burocracia,Bürokratie,бюрократия,biurokracja
3226,burial,enterrement,entierro,Beerdigung,погребение,pogrzeb
3227,burst,éclatement,explosión,platzen,лопаться,pękać
3228,cabin,cabine,cabina,Kabine,домик,kabina
3229,cabinet,armoire,gabinete,Kabinett,шкаф,gabinet
3230,calculation,calcul,cálculo,Berechnung,расчет,obliczenie
3231,canal,canal,canal,Kanal,канал,kanał
3232,candle,bougie,vela,Kerze,свеча,świeca
3233,canvas,toile,lienzo,Leinwand,холст,płótno
3234,capability,capacité,capacidad,Fähigkeit,способность,zdolność
3235,capitalism,capitalisme,capitalismo,Kapitalismus,капитализм,kapitalizm
3236,capitalist,capitaliste,capitalista,Kapitalist,капиталист,kapitalista
3237,carbon,carbone,carbón,Kohlenstoff,углерод,węgiel
3238,cargo,cargaison,carga,Ladung,груз,ładunek
3239,carriage,transport,carro,Wagen,перевозка,przewóz
3240,carve,tailler,esculpir,schnitzen,вырезать,rzeźbić
3241,casino,casino,casino,Kasino,казино,kasyno
3242,casual,occasionnel,casual,lässig,повседневный,zwykły
3243,casualty,victime,víctima,Opfer,жертва,wypadek
3244,catalogue,catalogue,catalogar,Katalog,каталог,katalog
3245,cater,s'adresser,abastecer,Cater,пособие,zaopatrywać
3246,cattle,bétail,ganado,Vieh,крупный рогатый скот,bydło
3247,caution,prudence,precaución,Vorsicht,осторожность,ostrożność
3248,cautious,prudent,precavido,zurückhaltend,осторожный,ostrożny
3249,cave,grotte,cueva,Höhle,пещера,jaskinia
3250,cease,cesser,cesar,aufhören,прекратить,przerwać
3251,cemetery,cimetière,cementerio,Friedhof,кладбище,cmentarz
3252,certainty,certitude,certeza,Sicherheit,уверенность,pewność
3253,certificate,certificat,certificado,Zertifikat,сертификат,certyfikat
3254,challenging,stimulant,desafiante,herausfordernd,испытывающий,wyzywający
3255,chamber,chambre,cámara,Kammer,камера,izba
3256,championship,championnat,campeonato,Meisterschaft,чемпионат,mistrzostwo
3257,chaos,chaos,caos,Chaos,хаос,chaos
3258,characterize,caractériser,caracterizar,charakterisieren,характеризовать,charakteryzować
3259,charm,charme,encanto,Charme,шарм,czar
3260,charming,charmant,encantador,charmant,очаровательный,uroczy
3261,charter,charte,carta,Charta,чартер,czarter
3262,chase,chasse,perseguir,Verfolgungsjagd,гнаться,pościg
3263,cheek,joue,mejilla,Wange,щека,policzek
3264,cheer,acclamation,alegría,jubeln,радость,wiwat
3265,choir,chœur,coro,Chor,хор,chór
3266,chop,hacher,cortar,hacken,нарезать,siekać
3267,chronic,chronique,crónico,chronisch,хронический,chroniczny
3268,chunk,gros morceau,pedazo,Chunk,кусок,kawałek
3269,circuit,circuit,circuito,Schaltung,схема,okrążenie
3270,circulate,circuler,circular,zirkulieren,циркулировать,cyrkulować
3271,circulation,circulation,circulación,Verkehr,циркуляция,krążenie
3272,citizenship,citoyenneté,ciudadanía,Staatsbürgerschaft,гражданство,obywatelstwo
3273,civic,civique,cívico,Bürger,гражданский,obywatelski
3274,civilian,civil,civil,Zivilist,гражданское лицо,cywil
3275,civilization,civilisation,civilización,Zivilisation,цивилизация,cywilizacja
3276,clarify,clarifier,aclarar,klären,объяснить,wyjaśniać
3277,clarity,clarté,claridad,Klarheit,ясность,przejrzystość
3278,clash,choc,choque,Zusammenstoß,столкновение,kolidować
3279,classification,classification,clasificación,Einstufung,классификация,klasyfikacja
3280,classify,classer,clasificar,klassifizieren,классифицировать,klasyfikować
3281,clerk,greffier,oficinista,Sachbearbeiter,клерк,urzędnik
3282,cliff,falaise,acantilado,Cliff,утес,klif
3283,cling,s'accrocher,adherirse,haften,цепляться,przylgnąć
3284,clinic,clinique,clínica,Klinik,клиника,klinika
3285,clinical,clinique,clínico,klinisch,клинический,kliniczny
3286,clip,agrafe,acortar,Clip,клип,klips
3287,closure,fermeture,cierre,Schließung,закрытие,zamknięcie
3288,cluster,grappe,grupo,Cluster,кластер,grupa
3289,coalition,coalition,coalición,Koalition,коалиция,koalicja
3290,coastal,côtier,costero,Küste,прибрежный,nadbrzeżny
3291,cocktail,cocktail,cóctel,Cocktail,коктейль,koktajl
3292,cognitive,cognitif,cognitivo,kognitiv,когнитивный,kognitywny
3293,coincide,coïncider,coincidir,übereinstimmen,совпадает,zbiec się
3294,coincidence,coïncidence,coincidencia,Zufall,совпадение,zbieg okoliczności
3295,collaborate,collaborer,colaborar,zusammenarbeiten,сотрудничать,współpracować
3296,collaboration,collaboration,colaboración,Zusammenarbeit,Сотрудничество,współpraca
3297,collective,collectif,colectivo,kollektiv,коллектив,kolektyw
3298,collector,collectionneur,coleccionista,Kollektor,коллекционер,kolektor
3299,collision,collision,colisión,Kollision,столкновение,kolizja
3300,colonial,colonial,colonial,kolonial,колониальный,kolonialny
3301,colony,colonie,colonia,Kolonie,колония,kolonia
3302,colourful,coloré,vistoso,bunt,красочный,kolorowy
3303,columnist,journaliste,columnista,Kolumnist,обозреватель,felietonista
3304,combat,combat,combatir,Kampf,боя,walka
3305,comic,comique,cómic,komisch,комикс,komiczny
3306,commander,commandant,comandante,Kommandant,командир,dowódca
3307,commence,commencer,comenzar,beginnen,начнется,rozpocząć
3308,commentary,commentaire,comentario,Kommentar,комментарий,komentarz
3309,commentator,commentateur,comentarista,Kommentator,комментатор,komentator
3310,commerce,commerce,comercio,Handel,коммерция,handel
3311,commissioner,commissaire,notario,Kommissar,комиссар,komisarz
3312,commodity,marchandise,producto,Ware,товар,towar
3313,communist,communiste,comunista,Kommunist,коммунистический,komunistyczny
3314,companion,compagnon,compañero,Begleiter,товарищ,towarzysz
3315,comparable,comparable,comparable,vergleichbar,сопоставимо,porównywalny
3316,comparative,comparatif,comparativo,vergleichend,сравнительный,porównawczy
3317,compassion,compassion,compasión,Mitgefühl,сострадание,współczucie
3318,compel,contraindre,obligar,zwingen,принуждать,zmusić
3319,compelling,convaincant,irresistible,zwingend,неотразимый,zniewalający
3320,compensate,compenser,compensar,kompensieren,компенсировать,kompensować
3321,compensation,compensation,compensación,Entschädigung,компенсация,odszkodowanie
3322,competence,compétence,competencia,Kompetenz,компетенция,kompetencja
3323,competent,compétent,competente,kompetent,компетентный,kompetentny
3324,compile,compiler,compilar,kompilieren,компиляция,skompilować
3325,complement,complément,complementar,ergänzen,дополнение,uzupełnienie
3326,completion,achèvement,terminación,Fertigstellung,завершение,ukończenie
3327,complexity,complexité,complejidad,Komplexität,сложность,złożoność
3328,compliance,conformité,cumplimiento,Einhaltung,согласие,zgodność
3329,complication,complication,complicación,Komplikation,осложнение,powikłanie
3330,comply,se conformer,cumplir,einhalten,исполнять,zastosować się
3331,compose,composer,componer,komponieren,сочинять,komponować
3332,composer,compositeur,compositor,Komponist,композитор,kompozytor
3333,composition,composition,composición,Zusammensetzung,композиция,kompozycja
3334,compound,composé,compuesto,Verbindung,сложный,mieszanina
3335,comprehensive,complet,integral,umfassend,всесторонний,wyczerpujący
3336,comprise,comprendre,comprender,umfassen,состоит из,zawierać
3337,compromise,compromis,compromiso,Kompromiss,компромисс,kompromis
3338,compulsory,obligatoire,obligatorio,obligatorisch,принудительный,obowiązkowy
3339,compute,calculer,calcular,berechnen,вычислять,obliczać
3340,conceal,cacher,ocultar,verbergen,скрывать,ukryć
3341,concede,concéder,conceder,zugeben,уступать,przyznać
3342,conceive,concevoir,concebir,sich vorstellen,задуматься,pojąć
3343,conception,conception,concepción,Konzeption,концепция,koncepcja
3344,concession,concession,concesión,Konzession,концессия,koncesja
3345,concrete,béton,concreto,Beton,конкретный,Beton
3346,condemn,condamner,condenar,verurteilen,осуждать,potępiać
3347,confer,conférer,conferir,verleihen,конференц,przyznać
3348,confess,confesser,confesar,bekennen,признаваться,wyznać
3349,confession,confession,confesión,Geständnis,признание,wyznanie
3350,configuration,configuration,configuración,Konfiguration,конфигурация,konfiguracja
3351,confine,confiner,confinar,beschränken,ограничивать,ograniczać
3352,confirmation,confirmation,confirmación,Bestätigung,подтверждение,potwierdzenie
3353,confront,affronter,confrontar,konfrontieren,противостоять,konfrontować
3354,confrontation,affrontement,confrontación,Konfrontation,конфронтация,konfrontacja
3355,confusion,confusion,confusión,Verwirrung,путаница,dezorientacja
3356,congratulate,féliciter,felicitar,gratulieren,поздравить,pogratulować
3357,congregation,congrégation,congregación,Gemeinde,собрание,kongregacja
3358,congressional,Congrès,del congreso,Kongress-,Конгресс,kongresowy
3359,conquer,conquérir,conquistar,erobern,завоевывать,podbić
3360,conscience,conscience,conciencia,Gewissen,совесть,sumienie
3361,consciousness,conscience,conciencia,Bewusstsein,сознание,świadomość
3362,consecutive,consécutif,consecutivo,aufeinanderfolgend,последовательный,kolejny
3363,consensus,consensus,consenso,Konsens,Консенсус,zgoda
3364,consent,consentement,consentir,Zustimmung,согласие,zgoda
3365,consequently,par conséquent,como consecuencia,folglich,следовательно,więc
3366,conservation,conservation,conservación,Erhaltung,сохранение,ochrona
3367,conserve,conserver,conservar,sparen,сохранить,chronić
3368,considerable,considérable,considerable,beträchtlich,значительно,znaczny
3369,considerably,considérablement,importantemente,wesentlich,значительно,wydatnie
3370,consistency,cohérence,consistencia,Konsistenz,последовательность,konsystencja
3371,consistently,constamment,consecuentemente,konsequent,последовательно,konsekwentnie
3372,consolidate,consolider,consolidar,konsolidieren,консолидировать,konsolidować
3373,conspiracy,conspiration,conspiración,Verschwörung,заговор,spisek
3374,constituency,circonscription électorale,distrito electoral,Wahlkreis,избирательный округ,okręg wyborczy
3375,constitute,constituer,constituir,bilden,составляют,stanowić
3376,constitution,constitution,constitución,Verfassung,Конституция,konstytucja
3377,constitutional,constitutionnel,constitucional,konstitutionell,конституционный,konstytucyjny
3378,constraint,contrainte,restricción,Zwang,ограничение,ograniczenie
3379,consult,consulter,consultar,konsultieren,консультироваться,konsultować
3380,consultant,consultant,consultor,Berater,консультант,konsultant
3381,consultation,consultation,consulta,Beratung,консультация,konsultacja
3382,consumption,consommation,consumo,Verbrauch,потребление,konsumpcja
3383,contemplate,contempler,contemplar,überlegen,созерцать,rozważać
3384,contempt,mépris,desprecio,Verachtung,презрение,pogarda
3385,contend,combattre,contender,kämpfen,сорвать,walczyć
3386,contender,concurrent,contendiente,Anwärter,претендент,zawodnik
3387,content2,contenu2,contenido2,Content2,Контент2,Content2
3388,contention,contention,contención,Streit,раздор,twierdzenie
3389,continually,continuellement,continuamente,ständig,постоянно,nieustannie
3390,contractor,entrepreneur,contratista,Auftragnehmer,подрядчик,wykonawca
3391,contradiction,contradiction,contradicción,Widerspruch,противоречие,sprzeczność
3392,contrary,contraire,contrario,Gegenteil,наоборот,przeciwnie
3393,contributor,donateur,contribuyente,Mitwirkender,участник,współpracownik
3394,controversial,controversé,controversial,umstritten,спорный,kontrowersyjny
3395,controversy,controverse,controversia,Kontroverse,спор,spór
3396,convenience,commodité,conveniencia,Bequemlichkeit,удобство,wygoda
3397,convention,convention,convención,Konvention,соглашение,konwencja
3398,conventional,conventionnel,convencional,konventionell,общепринятый,standardowy
3399,conversion,conversion,conversión,Konvertierung,обращение,konwersja
3400,convey,transmettre,transmitir,vermitteln,передавать,przekazywać
3401,convict,condamner,condenar,Sträfling,осужденный,skazać
3402,conviction,conviction,convicción,Überzeugung,убеждение,przekonanie
3403,convincing,convaincant,convincente,überzeugend,убедительный,przekonywający
3404,cooperate,coopérer,cooperar,zusammenarbeiten,сотрудничать,współpracować
3405,cooperative,coopérative,cooperativa,Kooperative,кооператив,spółdzielnia
3406,coordinate,coordonner,coordinar,koordinieren,координировать,koordynować
3407,coordination,coordination,coordinación,Koordinierung,координация,koordynacja
3408,coordinator,coordinateur,coordinador,Koordinator,координатор,koordynator
3409,cop,flic,policía,Polizist,полицейский,policjant
3410,cope,faire face,afrontar,bewältigen,справляться,radzić sobie
3411,copper,cuivre,cobre,Kupfer,медь,miedź
3412,copyright,droit d'auteur,derechos de autor,Copyright,Авторское право,prawo autorskie
3413,corporation,corporation,corporación,Gesellschaft,корпорация,korporacja
3414,correction,correction,corrección,Korrektur,коррекция,korekta
3415,correlate,corrélatif,correlación,Korrelat,коррелирует,korelat
3416,correlation,corrélation,correlación,Korrelation,корреляция,korelacja
3417,correspond,correspondre,corresponder,entsprechen,соответствовать,odpowiadać
3418,correspondence,correspondance,correspondencia,Korrespondenz,переписка,korespondencja
3419,correspondent,correspondant,corresponsal,Korrespondent,корреспондент,korespondent
3420,corresponding,correspondant,correspondiente,entsprechend,соответствующий,odpowiedni
3421,corridor,couloir,corredor,Korridor,коридор,korytarz
3422,corrupt,corrompu,corrupto,korrupt,коррумпированный,skorumpowany
